2026-03-23 13:14:55 | INFO     | scraper.biddetail | Driver started (headless=False)
2026-03-23 13:40:47 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Material codification, Cataloguing and classification'
2026-03-23 13:40:47 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Service master
2026-03-23 13:41:12 | INFO     | scraper.biddetail | [BidDetail] 105 rows for 'Service master'
2026-03-23 13:43:46 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Deduplication, Cleansing and Standardization'
2026-03-23 13:43:46 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Data Cleansing and Enrichment services
2026-03-23 13:43:50 | INFO     | scraper.biddetail | [BidDetail] 0 rows for 'Data Cleansing and Enrichment services'
2026-03-23 13:43:50 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Data Cleansing and Enrichment services'
2026-03-23 13:43:50 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Data Standardization
2026-03-23 13:43:55 | INFO     | scraper.biddetail | [BidDetail] 3 rows for 'Data Standardization'
2026-03-23 13:44:07 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Data Standardization'
2026-03-23 13:44:07 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Cataloguing and standardizing
2026-03-23 13:44:12 | INFO     | scraper.biddetail | [BidDetail] 2 rows for 'Cataloguing and standardizing'
2026-03-23 13:44:20 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Cataloguing and standardizing'
2026-03-23 13:44:20 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Material codification, Cataloguing and classification
2026-03-23 13:44:46 | INFO     | scraper.biddetail | [BidDetail] 33 rows for 'Material codification, Cataloguing and classification'
2026-03-23 13:47:04 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Material codification, Cataloguing and classification'
2026-03-23 13:47:04 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Service master
2026-03-23 13:47:30 | INFO     | scraper.biddetail | [BidDetail] 105 rows for 'Service master'
2026-03-23 13:48:01 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Service master'
2026-03-23 13:48:01 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Vendor master
2026-03-23 13:48:27 | INFO     | scraper.biddetail | [BidDetail] 110 rows for 'Vendor master'
2026-03-23 13:54:45 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Service master'
2026-03-23 13:54:45 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Vendor master
2026-03-23 13:55:11 | INFO     | scraper.biddetail | [BidDetail] 110 rows for 'Vendor master'
2026-03-23 13:56:01 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Vendor master'
2026-03-23 13:56:01 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Asset Master
2026-03-23 13:56:28 | INFO     | scraper.biddetail | [BidDetail] 51 rows for 'Asset Master'
2026-03-23 14:10:03 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Asset Master'
2026-03-23 14:10:03 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Asset Verification
2026-03-23 14:10:19 | ERROR    | scraper.biddetail | [BidDetail] scrape error: HTTPConnectionPool(host='localhost', port=56473): Max retries exceeded with url: /session/993e551483ecc439130b0843f5cdb7f5/url (Caused by NewConnectionError("HTTPConnection(host='localhost', port=56473): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))
2026-03-23 14:10:19 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Asset Verification'
2026-03-23 14:10:19 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: bill of material
2026-03-23 14:10:35 | ERROR    | scraper.biddetail | [BidDetail] scrape error: HTTPConnectionPool(host='localhost', port=56473): Max retries exceeded with url: /session/993e551483ecc439130b0843f5cdb7f5/url (Caused by NewConnectionError("HTTPConnection(host='localhost', port=56473): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))
2026-03-23 14:10:35 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'bill of material'
2026-03-23 14:10:35 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Material master
2026-03-23 14:10:52 | ERROR    | scraper.biddetail | [BidDetail] scrape error: HTTPConnectionPool(host='localhost', port=56473): Max retries exceeded with url: /session/993e551483ecc439130b0843f5cdb7f5/url (Caused by NewConnectionError("HTTPConnection(host='localhost', port=56473): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))
2026-03-23 14:10:52 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Material master'
2026-03-23 14:10:52 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: data codification
2026-03-23 14:11:08 | ERROR    | scraper.biddetail | [BidDetail] scrape error: HTTPConnectionPool(host='localhost', port=56473): Max retries exceeded with url: /session/993e551483ecc439130b0843f5cdb7f5/url (Caused by NewConnectionError("HTTPConnection(host='localhost', port=56473): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))
2026-03-23 14:11:08 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'data codification'
2026-03-23 14:11:08 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: mdm
2026-03-23 14:11:24 | ERROR    | scraper.biddetail | [BidDetail] scrape error: HTTPConnectionPool(host='localhost', port=56473): Max retries exceeded with url: /session/993e551483ecc439130b0843f5cdb7f5/url (Caused by NewConnectionError("HTTPConnection(host='localhost', port=56473): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))
2026-03-23 14:11:24 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'mdm'
2026-03-23 14:11:45 | INFO     | scraper.biddetail | Driver closed
2026-03-23 14:21:28 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Vendor master'
2026-03-23 14:21:28 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Asset Master
2026-03-23 14:21:45 | ERROR    | scraper.biddetail | [BidDetail] scrape error: HTTPConnectionPool(host='localhost', port=56044): Max retries exceeded with url: /session/5c64245a0488d0a6c42925ee6763ae34/url (Caused by NewConnectionError("HTTPConnection(host='localhost', port=56044): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))
2026-03-23 14:21:45 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Asset Master'
2026-03-23 14:21:45 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Asset Verification
2026-03-23 14:22:01 | ERROR    | scraper.biddetail | [BidDetail] scrape error: HTTPConnectionPool(host='localhost', port=56044): Max retries exceeded with url: /session/5c64245a0488d0a6c42925ee6763ae34/url (Caused by NewConnectionError("HTTPConnection(host='localhost', port=56044): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))
2026-03-23 14:22:01 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Asset Verification'
2026-03-23 14:22:01 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: bill of material
2026-03-23 14:22:17 | ERROR    | scraper.biddetail | [BidDetail] scrape error: HTTPConnectionPool(host='localhost', port=56044): Max retries exceeded with url: /session/5c64245a0488d0a6c42925ee6763ae34/url (Caused by NewConnectionError("HTTPConnection(host='localhost', port=56044): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))
2026-03-23 14:22:17 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'bill of material'
2026-03-23 14:22:17 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Material master
2026-03-23 14:22:34 | ERROR    | scraper.biddetail | [BidDetail] scrape error: HTTPConnectionPool(host='localhost', port=56044): Max retries exceeded with url: /session/5c64245a0488d0a6c42925ee6763ae34/url (Caused by NewConnectionError("HTTPConnection(host='localhost', port=56044): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))
2026-03-23 14:22:34 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Material master'
2026-03-23 14:22:34 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: data codification
2026-03-23 14:22:50 | ERROR    | scraper.biddetail | [BidDetail] scrape error: HTTPConnectionPool(host='localhost', port=56044): Max retries exceeded with url: /session/5c64245a0488d0a6c42925ee6763ae34/url (Caused by NewConnectionError("HTTPConnection(host='localhost', port=56044): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))
2026-03-23 14:22:50 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'data codification'
2026-03-23 14:22:50 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: mdm
2026-03-23 14:23:06 | ERROR    | scraper.biddetail | [BidDetail] scrape error: HTTPConnectionPool(host='localhost', port=56044): Max retries exceeded with url: /session/5c64245a0488d0a6c42925ee6763ae34/url (Caused by NewConnectionError("HTTPConnection(host='localhost', port=56044): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it"))
2026-03-23 14:23:06 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'mdm'
2026-03-23 14:23:27 | INFO     | scraper.biddetail | Driver closed
2026-03-23 14:30:05 | INFO     | scraper.biddetail | Driver started (headless=False)
2026-03-23 14:30:05 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Data Cataloguing
2026-03-23 14:30:33 | INFO     | scraper.biddetail | [BidDetail] 24 rows for 'Data Cataloguing'
2026-03-23 14:32:16 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Data Cataloguing'
2026-03-23 14:32:16 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Material Codification
2026-03-23 14:32:42 | INFO     | scraper.biddetail | [BidDetail] 25 rows for 'Material Codification'
2026-03-23 14:34:27 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Material Codification'
2026-03-23 14:34:27 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Master data management
2026-03-23 14:34:33 | INFO     | scraper.biddetail | [BidDetail] 6 rows for 'Master data management'
2026-03-23 14:34:57 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Master data management'
2026-03-23 14:34:57 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Material master data cleansing
2026-03-23 14:35:02 | INFO     | scraper.biddetail | [BidDetail] 0 rows for 'Material master data cleansing'
2026-03-23 14:35:02 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Material master data cleansing'
2026-03-23 14:35:02 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Implementation of Material Data Governance
2026-03-23 14:35:07 | INFO     | scraper.biddetail | [BidDetail] 1 rows for 'Implementation of Material Data Governance'
2026-03-23 14:35:12 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Implementation of Material Data Governance'
2026-03-23 14:35:12 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Material Data Governance
2026-03-23 14:35:17 | INFO     | scraper.biddetail | [BidDetail] 1 rows for 'Material Data Governance'
2026-03-23 14:35:21 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Material Data Governance'
2026-03-23 14:35:21 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Data governance solution
2026-03-23 14:35:47 | INFO     | scraper.biddetail | [BidDetail] 32 rows for 'Data governance solution'
2026-03-23 14:38:01 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Data governance solution'
2026-03-23 14:38:01 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Vendor Data Governance software
2026-03-23 14:38:06 | INFO     | scraper.biddetail | [BidDetail] 2 rows for 'Vendor Data Governance software'
2026-03-23 14:38:15 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Vendor Data Governance software'
2026-03-23 14:38:15 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Material master catalogue
2026-03-23 14:38:19 | INFO     | scraper.biddetail | [BidDetail] 0 rows for 'Material master catalogue'
2026-03-23 14:38:19 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Material master catalogue'
2026-03-23 14:38:19 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: SOFTWARE TOOL FOR MASTER DATA MANAGEMENT
2026-03-23 14:38:24 | INFO     | scraper.biddetail | [BidDetail] 2 rows for 'SOFTWARE TOOL FOR MASTER DATA MANAGEMENT'
2026-03-23 14:38:32 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'SOFTWARE TOOL FOR MASTER DATA MANAGEMENT'
2026-03-23 14:38:32 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Data Enrichment
2026-03-23 14:38:38 | INFO     | scraper.biddetail | [BidDetail] 1 rows for 'Data Enrichment'
2026-03-23 14:38:41 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Data Enrichment'
2026-03-23 14:38:41 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Supply & implementation of Vendor data
2026-03-23 14:38:46 | INFO     | scraper.biddetail | [BidDetail] 0 rows for 'Supply & implementation of Vendor data'
2026-03-23 14:38:46 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Supply & implementation of Vendor data'
2026-03-23 14:38:46 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Data Validation (deduplication, cleansing)
2026-03-23 14:39:12 | INFO     | scraper.biddetail | [BidDetail] 102 rows for 'Data Validation (deduplication, cleansing)'
2026-03-23 14:46:13 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Data Validation (deduplication, cleansing)'
2026-03-23 14:46:13 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Deduplication, Cleansing and Standardization
2026-03-23 14:46:39 | INFO     | scraper.biddetail | [BidDetail] 110 rows for 'Deduplication, Cleansing and Standardization'
2026-03-23 14:54:18 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Deduplication, Cleansing and Standardization'
2026-03-23 14:54:18 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Data Cleansing and Enrichment services
2026-03-23 14:54:23 | INFO     | scraper.biddetail | [BidDetail] 0 rows for 'Data Cleansing and Enrichment services'
2026-03-23 14:54:23 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Data Cleansing and Enrichment services'
2026-03-23 14:54:23 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Data Standardization
2026-03-23 14:54:28 | INFO     | scraper.biddetail | [BidDetail] 3 rows for 'Data Standardization'
2026-03-23 14:54:40 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Data Standardization'
2026-03-23 14:54:40 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Cataloguing and standardizing
2026-03-23 14:54:45 | INFO     | scraper.biddetail | [BidDetail] 2 rows for 'Cataloguing and standardizing'
2026-03-23 14:54:53 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Cataloguing and standardizing'
2026-03-23 14:54:53 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Material codification, Cataloguing and classification
2026-03-23 14:55:19 | INFO     | scraper.biddetail | [BidDetail] 33 rows for 'Material codification, Cataloguing and classification'
2026-03-23 14:57:38 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Material codification, Cataloguing and classification'
2026-03-23 14:57:38 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Service master
2026-03-23 14:58:05 | INFO     | scraper.biddetail | [BidDetail] 105 rows for 'Service master'
2026-03-23 15:05:27 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Service master'
2026-03-23 15:05:27 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Vendor master
2026-03-23 15:05:53 | INFO     | scraper.biddetail | [BidDetail] 110 rows for 'Vendor master'
2026-03-23 16:36:30 | INFO     | scraper.biddetail | Driver started (headless=False)
2026-03-23 16:36:30 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Data Cataloguing
2026-03-23 16:36:57 | INFO     | scraper.biddetail | [BidDetail] 24 rows for 'Data Cataloguing'
2026-03-23 16:37:12 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Data Cataloguing'
2026-03-23 16:37:12 | INFO     | scraper.biddetail | [biddetail] Scraping keyword: Material Codification
2026-03-23 16:37:16 | ERROR    | scraper.biddetail | [BidDetail] scrape error: Message: no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=146.0.7680.80)
Stacktrace:
	chromedriver!GetHandleVerifier [0x477c13+10dd3]
	chromedriver!GetHandleVerifier [0x477d44+10f04]
	chromedriver!(No symbol) [0x251f50]
	chromedriver!(No symbol) [0x230a93]
	chromedriver!(No symbol) [0x2c414b]
	chromedriver!(No symbol) [0x2da129]
	chromedriver!(No symbol) [0x2bd6a6]
	chromedriver!(No symbol) [0x290029]
	chromedriver!(No symbol) [0x290de4]
	chromedriver!GetHandleVerifier [0x6d4509+26d6c9]
	chromedriver!GetHandleVerifier [0x6cfb43+268d03]
	chromedriver!GetHandleVerifier [0x6ed85b+286a1b]
	chromedriver!GetHandleVerifier [0x491668+2a828]
	chromedriver!GetHandleVerifier [0x4997fd+329bd]
	chromedriver!GetHandleVerifier [0x480588+19748]
	chromedriver!GetHandleVerifier [0x480752+19912]
	chromedriver!GetHandleVerifier [0x4699da+2b9a]
	KERNEL32!BaseThreadInitThunk [0x762c5d49+19]
	ntdll!RtlInitializeExceptionChain [0x7748d83b+6b]
	ntdll!RtlGetAppContainerNamedObjectPath [0x7748d7c1+231]

2026-03-23 16:37:16 | INFO     | scraper.biddetail | [biddetail] Got 0 results for 'Material Codification'
